title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
男木島コワーキング,男木島で働きたい人たちが使えるかもしれない場所 ,34.422824,134.056555,,#FF0000,#FFFFFF,2
鍬と本,<a href="https://hoe-book.com/">ワーケーションならここです</a>。きれいな景色のところに泊まれます。仕事が進むよ！,34.421866,134.055165,,#FF0000,#FFFFFF,2
ダモンテ商会,おいしいケーキとコーヒーとイノシシ肉ときれいな建物,34.422323,134.055104,,#FF0000,#FFFFFF,2
男木島図書館,本を読みながらコーヒーを飲んでしまおう,34.42136,134.055377,,#FF0000,#FFFFFF,2
象と太陽社,髪の毛を切ってもらいながらモヒートが飲めます,34.422881,134.055442,,#00FF00,#FFFFFF,2
